ligand_id	smiles	cluster
KNL	c1cc(c(c(c1)Cl)OCC(=O)O)Cl	1379
KNT	c1ccc(cc1)CCCCOc2ccc(cc2)C(=O)Nc3cccc4c3OC(=CC4=O)c5[nH]nnn5	3354
KOB	c1cc(ccc1NC(=S)NNc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])F	3353
KOJ	C1=C(OC=C(C1=O)O)CO	3352
KOM	c1ccc(cc1)C2=CC(=O)Oc3c2ccc(c3O)O	3351
KOS	C[C@H]1C[C@@H]([C@@H]([C@H](\C=C(\[C@@H]([C@H](\C=C/C=C(/C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)\C)OC)OC(=O)N)/C)C)O)OC	788
KOT	c1ccc(cc1)c2cn(nn2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	279
KOV	CO/N=C(/c1ccco1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O	330
KP3	Cc1c2c(c(c(c1OC)C/C=C(\C)/Cn3cc(nn3)COC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)C(=O)OC2	2030
KPK	Cc1cccc2c1c(cs2)Cn3c4ccccc4nc3SCCCC(=O)O	1378
KPT	c1cc2c(c3c1cc-4[n+](c3)CCc5c4cc6c(c5)OCO6)OCO2	790
KQQ	CC1(CCN(c2c1cc(c(c2)Nc3nc4c(cc[nH]4)c(n3)Nc5ccsc5C(=O)N)OC)C(=O)CN(C)C)C	3350
KR	[Kr]	3349
KR2	c1ccc(cc1)C(=O)N2CCCCCN2C(=O)C[C@@H](Cc3cc(c(cc3F)F)F)N	3348
KR7	c1cc(cc(c1)Cl)c2cc(cc(n2)C(F)(F)F)Cc3ccc(cc3)CC(=O)O	3347
KR8	CN(c1ccccc1)c2nccc(n2)c3cnn4c3cccn4	1377
KRG	CCOc1cc(cc(c1)C(=O)O)c2c(noc2C)C	1291
KRH	CC(C)CN1c2c(c(n(n2)Cc3cccc4c3cccc4)c5cncn5C)C(=O)N(C1=O)C	1376
KRL	CN1CCN(CC1)c2ccc(c(c2)N3CCCCC3)NC(=O)c4ccc(o4)C#N	3346
KRS	C[C@H]1CCC[C@@H](O1)C[C@H]2Cc3cc(cc(c3C(=O)O2)O)O	308
KRT	B(c1cccc(c1)/C=C/C(=O)O)(O)O	194
KRW	c1cc2cc(ccc2nc1)Cn3c4c(ncc(n4)c5cnn(c5)CCO)nn3	3345
KRX	COc1cccc(c1)c2ccc(cn2)C(=O)NC3CCN(CC3)CC(F)(F)F	1371
KS1	c1c[nH]c2c1cc(cn2)c3c4c(ncnc4n(n3)C5CCCC5)N	1375
KS4	COc1ccc(cc1OC)c2c3c(ncnc3n(n2)C4CCC4)N	1375
KS5	CC(C)n1c2c(c(n1)c3ccc4c(c3)cccn4)c(ncn2)N	50
KS8	c1ccc(cc1)CCCCP(=O)(CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3)O	3344
KSA	C[C@@]12[C@](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)(C(=O)OC)O	443
KSD	Cc1c(cccc1c2ccccc2)COc3cc(c(c(c3)OC)CN[C@H](C)C(=O)O)OC	884
KSE	Cc1cc(n2c(n1)c(c(n2)Nc3cc(cc(c3)OC)OC)C(=O)N)NCC(C)(C)N	3343
KSF	c1ccc(cc1)c2cnc(c3n2cnc3)Nc4ccccc4Cl	1374
KSL	Cc1cccc(c1Nc2c3cncn3c(cn2)c4ccccc4)C	1374
KTD	c1ccc(cc1)C(=O)CNC(=O)Nc2ccc3c(c2)snn3	450
KTN	CC(=O)N1CCN(CC1)c2ccc(cc2)OC[C@H]3COC(O3)(Cn4ccnc4)c5ccc(cc5Cl)Cl	364
KTP	c1ccc2cc(ccc2c1)C(=O)[C@@H](c3cccc4c3cccc4)P(=O)(O)O	1289
KTR	c1ccc(cc1)C(=O)c2ccc3n2CC[C@H]3C(=O)O	3342
KU8	c1ccc2c(c1)C(=NNC2=O)Cc3ccc(c(c3)C(=O)N4CCCNCC4)F	789
KUP	COc1ccc(cc1OC)Cc2cnc(nc2N)N	436
KUV	Cn1c(c(cn1)NC(=O)c2c(sc(n2)c3c(cccc3F)F)N)N4CC[C@H]([C@@H](CC4)F)N	1373
KUY	Cn1c(c(cn1)NC(=O)c2c(sc(n2)c3c(cccc3F)F)N)N4CCC[C@@H](CC4)N	1373
KV1	CCc1cc(n(n1)C)C(=O)N[C@@H]2C[C@H](N(C2)C(=O)c3coc4c3cccc4)C(=O)NCC	3341
KVB	c1ccc(cc1)Cc2cnc3c(c2c4cccc(c4)OCc5ccc(cc5)CC(=O)O)cccc3C(F)(F)F	3340
KVC	C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(n4cc(ccc4n3)C#N)-c5cnc(c(n5)O1)N)C)F	3339
KVD	c1ccc(cc1)C#Cc2cc(cnc2)C(=O)O	3338
KVE	c1ccc2cc(ccc2c1)c3csc(n3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O	279
KVW	c1ccc(cc1)c2csc(n2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	2029
KWT	CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@@]4(c5c(coc5C3=O)C(=O)O[C@@H]4COC)C)C	3337
KWZ	c1cc(cc(c1)C(F)(F)F)c2cc(nc(n2)C#N)CCCN3CCCCC3	1372
KX1	c1c(nc(nc1C2CCCCCC2)C#N)CCCN3CCCCC3	1372
KX2	C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN3CCCC3)/C)OC)OC(=O)N)\C)C)O)OC	788
KX7	c1ccc(c(c1)N2CC=C(NC2=O)c3cccc(c3)[N+](=O)[O-])O	3336
KXA	Cc1c(c(c2c(n1)C(=O)N(C2)c3ccccc3OC)c4ccc(cc4Cl)Cl)CN	782
KXB	Cc1c(c(c2c(n1)C(=O)N(C2)CCOC)c3ccc(cc3Cl)Cl)CN	782
KXN	c1cc(c(cc1[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O)O)O	417
KXO	c1cc(cc(c1)F)c2ccc(cn2)C(=O)NC3CCN(CC3)CC(F)(F)F	1371
KXS	C[C@@H]1CC[C@H]([C@@H](C1)C(=O)Nc2ccc(cc2)OC)C(C)C	3335
KXZ	c1ccc(cc1)c2ccc(cc2Cl)CNCCCNC(=O)CC(=O)O	1370
KYA	c1ccc2c(c1)c(cc(n2)C(=O)O)O	787
KYD	Cc1c(c(n[nH]1)C)C(=O)O	1369
KYN	c1ccc(c(c1)C(=O)C[C@@H](C(=O)O)N)N	1014
KZ9	c1cc(cc(c1)O)[C@H]2C3=C(CCCC3=O)NC(=S)N2	3334
KZZ	COc1ccc(c2c1cccc2)CN3CCc4c(c(nn4CCN)C(=O)NCc5cccc6c5cccc6)C3	485
L01	CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@@H](CNCc3cccc(c3)OC)O	31
L02	c1cc(ccc1c2cc([nH]n2)C3CCNCC3)Cl	3333
L03	CSc1[nH]c(nn1)c2ccc(cc2)Cl	3332
L04	CC(C)C[C@@H](C(=O)Nc1ccccc1)NC(=O)[C@H](CCc2ccc(cc2)c3ccc(cc3)F)C[C@H](CCCCN4Cc5ccccc5C4=O)C(=O)O	3331
L05	COc1ccc(cc1)NC2=C(C(=O)N(C2=O)Cc3ccccc3)c4ccccc4	3330
L07	CCCc1nc2c(s1)c3ccccc3nc2N	3329
L09	CC(C)(C)c1cc([nH]n1)NC(=O)Nc2ccc(c(c2)COc3cccnc3)Cl	3328
L0A	C[C@@H]1CC[C@]2([C@@H]([C@@H]3[C@H](O2)[C@H]([C@H]4[C@]3(CC[C@H]5[C@@H]4CC[C@H]6[C@@]5(C[C@@H]([C@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@@H]8[C@@H]([C@H]([C@@H]([C@@H](O8)CO)O)O[C@H]9[C@@H]([C@@H]([C@@H](CO9)O)O)O)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O[C@H]2[C@H]([C@@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O)C)C)O)C)OC1	3327
L0B	CN1[C@@H](CCC[C@@H]1CC(=O)c2ccccc2)C[C@@H](c3ccccc3)O	3326
L0D	c1ccc2c(c1)[nH]c(n2)c3cc[nH]n3	717
L0F	c1ccc(cc1)C(=O)Nc2c[nH]nc2c3[nH]c4ccccc4n3	3325
L0J	c1c(onc1C(=O)NC2CCN(CC2)S(=O)(=O)CCN)C3CC3	1368
L12	c1ccc2c(c1)c(c[nH]2)CCc3ccncc3	16
L15	Cc1c(c[nH]n1)c2ccc(cc2)CCN	3324
L19	COc1cnccc1c2c3cc(ccc3n(c2c4ccccc4)CCC(=O)O)C5CC5	783
L1C	c1cc(ccc1NC(=O)N2C[C@](C[C@@H]2C(=O)Nc3ccc(cn3)N4C=CC=CC4=O)(c5ccc(cc5F)F)O)Cl	974
L1D	c1ccc(cc1)[C@]2(C[C@@H](N(C2)C(=O)Nc3ccc(cc3)Cl)C(=O)Nc4ccc(cc4F)N5C=CC=CC5=O)O	974
L1E	Cc1ccc2c(c1Nc3c(cccn3)c4c5c(nc[nH]5)ncn4)ccnc2Nc6ccc(cc6)Cl	3323
L1G	Cn1c2ccccc2cc1C(=O)Nc3ccc(cc3OC)c4c5c(ncnc5n(n4)C6CCC(CC6)N7CCN(CC7)C)N	786
L1O	c1c(cc(c(c1Cl)OCCN)Cl)C(=O)O	3322
L1R	CC(C)Oc1cccc(c1)NC(=O)c2cc(c(c(c2)Cl)OCCN)Cl	3321
L1X	CC1=CC=C(C(=O)N1c2ccc(cc2)F)C(=O)Nc3ccc(c(c3)F)Oc4cc5cnn(c5cc4c6c[nH]nc6)C	3320
L20	Cc1c2cc(ccc2[nH]n1)c3cc(cnc3)OC[C@H](Cc4c[nH]c5c4cccc5)N	203
L21	CC(=CCn1cnc(c-2ncnc12)N)C	3319
L22	c1cnc(nc1c2csc(n2)N)N	3318
L23	Cc1nc(cn1Cc2c(cccc2Cl)Cl)c3ccnc(n3)N	3317
L26	CCc1c(c([nH]c1C(=O)Nc2cccc(c2)OCC(=O)N)C)C(=O)C	101
L28	CCc1c(c([nH]c1C(=O)Nc2cc(ccc2O)S(=O)(=O)N(CC)CC)C)C(=O)N	101
L29	CC(C)[C@H](C(=O)NO)N(CCNC(=O)c1cccc(c1)C(=O)NCCN([C@H](C(C)C)C(=O)NO)S(=O)(=O)c2ccc(cc2)c3ccccc3)S(=O)(=O)c4ccc(cc4)c5ccccc5	484
L2G	CC(=O)N1CCN(CC1)C2CCC(CC2)n3c4c(c(n3)c5ccc(c(c5)OC)NC(=O)c6cc7ccccc7n6C)c(ncn4)N	786
L31	Cc1ccc2c(c1)c3c([nH]2)[C@H](N(CC3)C(=O)C)c4cccc(c4)O	3316
L33	CCc1c(c([nH]c1C(=O)Nc2cccc(c2)S(=O)(=O)N(CC)CC)C)C(=O)C	101
L35	CC(C)(C(=O)O)Oc1ccc(cc1)NC(=O)Nc2cc(cc(c2)Cl)Cl	326
L3D	Cc1c(c(c2ccccc2n1)c3ccc4c5c3nccc5CCO4)[C@@H](C(=O)O)OC(C)(C)C	2028
L3G	Cn1c2ccccc2cc1C(=O)Nc3ccc(cc3OC)c4c5c(ncnc5n(n4)C6CCN(CC6)C7CCOCC7)N	786
L3L	c1cc2c(c(c1)C(=O)N)C(=O)N(C2)C3CCNCC3	3315
L40	CCc1c(c([nH]c1C(=O)Nc2cc(ccc2C)S(=O)(=O)NC)C)C(=O)C	101
L41	CCCc1c(ccc(c1O)C(=O)C)OCCCOc2ccc(cc2)OCC(=O)O	3314
L46	CCc1c(c([nH]c1C(=O)NC)C)C(=O)C	2027
L47	CC(=O)N1[C@@H](CC(=N1)c2ccccc2Cl)c3cccc(c3)O	3313
L4G	CS(=O)(=O)c1ccc(cc1)c2ccc3cc(ccc3c2Oc4ccc(cc4)OCCN5CCCCC5)O	3312
L4J	CCCC[C@@H](C(=O)NCC(C)C)NC[C@@H]1Cc2cccc(c2)CCCCc3cc(cc(c3)N(CCC)S(=O)(=O)C)C(=O)N1	3311
L4K	CCCCCc1ccc(cc1)S(=O)(=O)N	67
L4T	CC(C)C(=O)Nc1nc(cs1)c2cc(c3ccc(c(c3n2)Br)OC)O[C@@H]4C[C@H](N(C4)C(=O)[C@H](C(C)(C)C)NC(=O)OC5CCCC5)C(=O)N[C@@]6(C[C@H]6C=C)C(=O)O	322
L51	Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3cccc(c3)Nc4ccnc5c4cc(cc5)N	27
L52	c1ccc(cc1)C#CC#Cc2ccc(cc2)C(=O)N[C@@H](CN)C(=O)NO	202
L55	Cc1cc(nc(n1)SCC(=O)Nc2cccc(c2)COc3cccc(c3)NC(=O)c4cnn(c4)C)C	785
L58	C[C@H]([C@@H](C(=O)NO)NC(=O)c1ccc(cc1)c2ccc(cc2)Br)O	202
L59	C[C@H]([C@@H](C(=O)NO)NC(=O)c1ccc(cc1)C#Cc2ccccc2)O	202
L5B	c1cc(ccc1C2=C(CCCc3c2ccc(c3)C(=O)O)c4ccc(cc4Cl)Cl)O[C@H]5CCN(C5)CCCF	3310
L5C	Cc1cc(nc(n1)SCC(=O)Nc2cccc(c2)COc3ccc(cc3)NC(=O)c4cnn(c4)C)C	785
L5G	COc1ccc2c(ccnc2c1)OCc3nnc4n3nc(cc4)c5ccccc5	859
L5Y	c1cncc2c1c(n[nH]2)c3cc(cc(n3)C(F)(F)F)NCCO	3309
L63	C[C@H]([C@@H](C(=O)NO)NC(=O)c1ccc(cc1)c2ccccc2)O	202
L64	c1cc(cnc1)C(=O)N2CCC(CC2)n3c4c(cn3)c(nc(n4)c5ccc(cc5)NC(=O)Nc6ccncc6)N7CCOCC7	3308
L66	Cc1ccc(cc1c2cn3c4c(nc3n2c5ccccc5OC)N(C(=O)NC4=O)C)O	3307
L69	CC(Oc1ccc(cc1)O)(P(=O)(O)O)P(=O)(O)O	3306
L6G	CC(C)[C@H]1C(=O)N[C@@H](CC(=O)NCc2nc(cs2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C/CCS	784
L6I	Cc1ccc(cc1CN2C[C@H](Oc3ccccc3S2(=O)=O)C)[C@H](CC(=O)O)c4cc5c(c(c4)OC)n(nn5)C	489
L74	c1cc2c(c[nH]c2nc1)CN3CCN(CC3)c4ccc(cc4)Cl	3305
L75	CC(C)(C)NC(=O)[C@@H]1C[N@@](CC[N@]1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cc6ccccc6o5	383
L7A	c1ccc(cc1)C(=O)NC2=CC(=CNC2=O)c3ccncc3	424
L7D	c1cc(ccc1C2(CCCC2)S(=O)(=O)c3ccc(cc3)F)C(C(F)(F)F)(C(F)(F)F)O	483
L7G	CC(C)[C@H]1C(=O)N[C@@H](CC(=O)NCc2cc(ccn2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C/CCS	784
L7O	CNc1nccc(n1)C2=CNC(=O)C(=C2)NC(=O)c3ccc(cc3)N4CCCCC4	424
L7P	c1cc(ccc1CN2CCN(CC2)Cc3ccncc3)c4ccc(cc4F)C(C(F)(F)F)(C(F)(F)F)O	3304
L7T	c1(c(c(c(c(c1F)F)S(=O)(=O)N)F)F)F	1367
L86	c1ccc(cc1)C[C@H]2CNCCCNCCc3ccccc3CNC(=O)CN4C(=CN=C(C4=O)N2)Cl	3303
L87	CCCCn1c(cn2c1nc3c2C(=O)NC(=O)N3C)c4ccccc4C	3302
L89	c1cncc(c1N)N	1366
L8A	CC(=O)N1CCN(CC1)C(=O)N2CC[C@](C2)(c3ccc(cc3)C(C(F)(F)F)(C(F)(F)F)O)S(=O)(=O)c4ccc(cc4)F	483
L8B	Cc1cc(on1)CC(=O)N2C[C@@H](C[C@H]2C(=O)NCc3ccc(cc3)c4cnco4)O	9
L8G	CC(C)[C@H]1C(=O)N[C@@H](CC(=O)NCc2cccc(n2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C/CCS	784
L8I	CN1CC2(C1)CNC(=O)c3c2[nH]c-4c3CCc5c4cc(nc5)c6ccccc6F	3301
L8P	C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O	1365
L8V	c1cc(c(nc1)Nc2ccc(c(c2)F)Oc3ccnc(c3)N)C(=O)Nc4ccc(cc4F)F	3300
L92	Cc1c(nc(o1)c2ccccc2)CCCc3ccc(cc3)C[C@@H](C(=O)O)n4cccc4	1150
L96	Cc1c(c(n[nH]1)C)c2c3cc(ccc3n(c2c4cccc(c4)OC(C)C)CCC(=O)O)C5CC5	783
L9B	c1cc(ccc1CCCCO)S(=O)(=O)N	67
L9L	c1cc(ccc1C[C@@H](CNc2ncc(s2)c3ccc4c(c3)CC(=O)N4)N)C(F)(F)F	3299
L9S	c1cc(cc(c1)NC(=O)Nc2c(cccc2F)N3CCCC3)[C@@H]4CN(CCN4CCO)c5c6cc[nH]c6ncn5	3298
L9W	CS(=O)(=O)c1ccc(cc1)c2cnc(n3c2nnc3)NCc4cccc5c4CCO5	1364
LA1	CC(C)C[C@H]1C(=O)N(CCC(=O)N1Cc2cc3ccccc3nc2)[C@@H](Cc4ccc5ccccc5c4)C(=O)NC	3297
LA3	c1ccc2c(c1)C[C@H]([C@H]2NC(=O)[C@H](Cc3ccc(cc3)c4ccc5c(c4)OCO5)CC(=O)NO)O	2026
LAB	C[C@H]\1CC[C@@H]2C[C@H](C[C@@](O2)([C@@H]3CSC(=O)N3)O)OC(=O)\C=C(/CC\C=C1)\C	1363
LAC	C[C@H](C(=O)O)O	17
LAE	CCCCCC(=O)CC(=O)N[C@H]1CCOC1=O	100
LAF	C(CC(=O)O)C(=O)CF	12
LAG	C([C@@H]1[C@H]([C@@H]([C@H](/C(=N/O)/N1)O)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O	29
LAN	C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C	3296
LAR	C[C@H]/1CC[C@@H]2C[C@H](C[C@@](O2)([C@@H]3CSC(=O)N3)O)OC(=O)/C=C(\CC/C=C/C=C1)/C	1363
LAT	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	29
LAX	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)O	48
LAZ	c1cc(ccc1C(=O)NCCO)Cl	3295
LB7	CNC(=O)c1c(cc(nn1)NC(=O)C2CC2)Nc3cccc(c3OC)c4ncn(n4)C	3294
LBF	CC/C(=C/[C@H](C)C/C=C/C(=C/[C@@H](C)C(=O)[C@@H](C)[C@@H]([C@@H](C)C/C(=C/C(=O)O)/C)O)/C)/C=C/[C@H]1[C@H](C=CC(=O)O1)C	3293
LBH	Cc1c(c2ccccc2[nH]1)CCNCc3ccc(cc3)/C=C/C(=O)NO	3292
LBM	CC1(CCC(=C(C1)c2ccc(cc2)Cl)CN3CCN(CC3)c4ccc(c(c4)Oc5cc6cc[nH]c6nc5)C(=O)NS(=O)(=O)c7ccc(c(c7)[N+](=O)[O-])NCC8CCOCC8)C	1362
LBT	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	29
LC0	Cn1cc(cn1)c2cnc(c(n2)OCc3cc(c(cn3)OCc4ccc(cc4)OC)OC)N	3291
LC1	c1cc2c(cc1S(=O)(=O)N)nc([nH]2)c3cscn3	717
LC3	c1ccc2c(c1)cccc2OCCCc3c4cccc(n4nc3C(=O)O)c5ccc(cc5)C(=O)O	520
LC4	c1cn(cn1)CCCCCCCCCCCC(=O)O	377
LC6	Cc1cc(ccc1c2cccc3n2nc(c3CCCOc4cccc5c4cccc5)C(=O)O)C(=O)NS(=O)(=O)c6ccc(c(c6)[N+](=O)[O-])N[C@H](CCN(C)C)CSc7ccccc7	152
LCF	CC1(Cc2c(c(c(n2C1)CC(=O)O)c3ccc(cc3)Cl)c4ccccc4)C	3290
LCJ	c1cc(c(cc1I)F)Nc2c(ccc3n2cnc3)C(=O)NOCCO	428
LCO	[O-]Cl(=O)=O	3289
LCP	[O-]Cl(=O)(=O)=O	3288
LCR	c1ccc(cc1)[C@H](c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)O	1361
LCT	CC(=O)Nc1nnc(s1)c2ccc(cc2)[N+](=O)[O-]	3287
LD1	c1ccc(cc1)[C@H]2C(=Nn3cnnc3S2)c4ccc5c(c4)NC(=O)CO5	3286
LDA	CCCCCCCCCCCC[N+](C)(C)[O-]	179
LDB	C1=CNC(=O)NC1=S	701
LDC	C1[C@H]([C@@H](O[C@@H]1N2C=CC(=NC2=O)N)CO)O	173
LDN	c1ccc2c(c1)c(ccn2)c3cnn4c3ncc(c4)c5ccc(cc5)N6CCNCC6	1360
LDO	C(CCO)C[C@@H](C(=O)O)N	1
LDP	c1cc(c(cc1CCN)O)O	636
LDR	c1ccc2c(c1)-c3ccccc3NC2=O	872
LDT	c1cc(c(cc1F)OCC(=O)O)C(=S)NCc2ccc(cc2F)Br	2025
LDU	C1[C@H]([C@H]([C@H](N1)CO)O)O	150
LDV	CC1CCN(CC1)Cc2c[nH]c3c2cccc3	1906
LDZ	CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1	44
LE1	CC(C)([C@@H](C(=O)O)N)S	616
LEA	CCCCC(=O)O	2
LEG	CCCCCCc1ccc(cc1)C(=O)C=C	1359
LEI	CC(C)([C@H](C(=O)O)N)S	616
LEN	CC(C)CCN	3285
LEV	COc1cc2c(cc1C(=O)N)c(ccn2)Oc3ccc(c(c3)Cl)NC(=O)NC4CC4	2024
LEW	c1ccc2c(c1)cccc2c3cn(nn3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O	279
LF0	Cc1c(c(c2ccccc2n1)c3ccc4c(c3)CCCO4)[C@@H](C(=O)O)OC(C)(C)C	571
LF1	C[C@@H]1CNCCN1c2cc3c(cc2NC(=O)c4ccccc4OC)N(C(=O)N3C)C	482
LF2	Cc1c(c(c2cc(ccc2n1)Br)c3ccc(cc3)Cl)[C@@H](C(=O)O)OC(C)(C)C	571
LF7	[H]/N=C/[C@@H]1CCCN1C(=O)CNC23C[C@H]4C[C@@H](C2)CC(C4)(C3)O	3284
LF8	Cc1ccc(cc1C)c2c(c(c(c(n2)C)[C@@H](C(=O)O)OC(C)(C)C)c3ccc(cc3)Cl)C	3283
LFF	CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccccc1)P(=O)(C[C@@H](Cc2ccccc2)C(=O)O)O)NC(=O)C	3282
LFN	Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C	3281
LFV	c1cc(ccc1c2nnc(o2)c3ccc(cc3F)OCC(F)(F)F)C(=O)N[C@@H](Cn4ccnc4)c5ccc(cc5Cl)Cl	692
LFX	C[C@H]1COc2c3c(cc(c2N4CCN(CC4)C)F)C(=O)C(=CN31)C(=O)O	1114
LG0	COc1ccc(cc1)n2c3c(c(n2)C(F)(F)F)CCN(C3=O)c4ccc(cc4)C5(CC5)CN6CCCC6	3280
LG1	Cc1cc2c3cc(ccc3[n+](c-4c2c(c1)N(c5c4cc(cc5)F)C)C)F	3279
LG2	Cc1cc2c(cc1C3(CC3)c4ccc(cn4)C(=O)O)C(CCC2(C)C)(C)C	3278
LG4	Cc1ccc(nc1)N	1358
LG7	c1ccc2c(c1)c(ccc2N3C(=O)[C@@H]4[C@@H](CCN4C3=O)O)C#N	883
LGA	c1cnc(nc1)N	3277
LGB	Cc1c(ccc(c1Cl)C#N)/N=C\2/N3CC[C@@H]([C@H]3[C@@H](O2)C(F)(F)F)O	3276
LGC	C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O	3275
LGD	c1cc2c(cc1N(CC(F)(F)F)CC(F)(F)F)C(=CC(=O)N2)C(F)(F)F	3274
LGE	Cc1c(c(c2c(n1)C(=O)N(C2)CC(=O)OC)c3ccc(cc3Cl)Cl)CN	782
LGF	COc1c(cc2c(c[nH]c2n1)C(=O)C(=O)N3CC[C@H](C3)O)C(=O)N4CCn5c(cnc5c6ccc(cc6F)F)C4	3273
LGH	Cc1c(c(no1)c2ccccc2OC)C(=O)N3CCN(CC3)c4ccc(cc4Cl)[N+](=O)[O-]	758
LGJ	CS(=O)(=O)c1ccccc1c2ccc(c(c2)F)NC(=O)c3cc(nn3c4cccc(c4)C5=NNC(=O)N5)C(F)(F)F	635
LGK	CS(=O)(=O)c1ccccc1c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5cccc(c5)C6=NNC(=O)N6)C3=O	201
LGL	c1ccc(c(c1)CN2CCCC2)c3ccc(cc3)N4CCc5c(n(nc5C(F)(F)F)c6cccc(c6)C7=NNC(=O)N7)C4=O	201
LGM	Cc1c2c(n(n1)c3cccc(c3)C4=NNC(=O)N4)C(=O)N(CC2)c5ccc(cc5)c6ccccc6CN7CCCC7	201
LGV	c1cc2c(nc(nn2c1)CNC(=O)c3ccc(nc3)F)Nc4cc(n[nH]4)C5CC5	1357
LGW	c1cc2c(nc(nn2c1)[C@@H]3CCCN3C(=O)c4ccc(nc4)F)Nc5cc([nH]n5)C6CC6	1356
LGX	c1cc2c(nc(nn2c1)[C@H]3CCCN3C(=O)c4ccc(nc4)F)Nc5cc([nH]n5)C6CC6	1356
LHJ	Cc1ccc(cc1C2=Cc3cnn(c3N(C2=O)C)c4ccc(cc4F)F)C(=O)NC5CC5	1281
LHL	CCN(CC)CCOc1ccc(cc1)Nc2ncc3c(n2)N(C(=O)N(C3)c4c(cccc4Cl)Cl)C	336
LHV	CC(C)[C@@H](C(=O)O)O	17
LI	[Li+]	3272
LI2	c1cc2c(cc1NC(=O)c3cc(cc(c3)F)N4CCOCC4)c(c[nH]2)CCc5ccncc5	686
LI3	c1cc2c(cc[nH]2)cc1NC(=O)c3cc(cc(c3)F)N4CCOCC4	686
LI4	c1ccc2c(c1)cccc2COc3cccnc3N	1355
LI8	CC(C)(C(=O)N)C(=O)NCCCNc1c(cnc(n1)Nc2cccc(c2)NC(=O)N3CCCC3)Br	781
LIA	COc1ccc(c(c1C(=O)c2cnc(nc2N)NC3CCN(CC3)S(=O)(=O)C)F)F	3271
LIB	C[C@@H](C(C)(C)O)Nc1nccc(n1)N(c2ccc(cc2)OC)C(=O)Nc3ccccc3Cl	3270
LID	CCn1c2c(cnc(n2)Nc3c(cccc3F)F)nc1Nc4ccccc4Cl	3269
LIE	CC(C)n1c2c(cnc(n2)Oc3c(cccc3F)F)nc1Nc4ccccc4F	3268
LIF	COc1ccc(cc1)c2c(c3c(ncnc3o2)N)c4ccc(cc4)NC(=O)Nc5cc(ccc5F)C(F)(F)F	3267
LIG	c1ccc-2c(c1)Cc3c2n[nH]c3c4ccncc4	3266
LIH	Cc1c(cnc2c1c(nc(n2)N)N)CNc3cccc4c3cccn4	2023
LIS	C1[C@@H](O1)C[C@@H](C(=O)O)N	1354
